event_time,event_type,organisation_name,place_name,asset_name,asset_type,module_id
2021-02-23 2:18:14,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-18 14:59:54,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,YW-QRR-91,3,
2021-02-19 21:31:11,Connected,Larson-Mccall,Benson Ltd,MO-RQJ-49,8,
2021-02-15 18:00:24,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 13:11:40,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 9:33:24,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 10:24:03,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 7:05:59,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 20:45:21,Connected,"Taylor, Flores and Douglas",Knight PLC,XQ-ZSS-50,3,
2021-02-19 9:54:29,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 12:31:26,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CK-XNN-42,3,
2021-02-22 7:56:39,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 8:53:52,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 3:43:18,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 7:24:09,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 15:47:21,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 2:39:26,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-17 21:38:02,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-21 2:30:14,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-17 17:56:29,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 22:16:02,Connected,Larson-Mccall,Benson Ltd,XX-PXF-22,8,
2021-02-20 5:29:01,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 8:52:27,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 3:30:06,Disconnected,"Taylor, Flores and Douglas",Lane Inc,WG-AYD-90,3,
2021-02-15 17:58:39,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 11:52:14,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 11:02:03,Disconnected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-19 0:41:16,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-23 2:11:10,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-20 6:02:51,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 19:15:08,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-21 22:15:21,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
2021-02-21 4:29:15,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 10:00:26,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 2:46:56,Connected,Larson-Mccall,Benson Ltd,XX-PXF-22,8,
2021-02-19 11:18:40,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 3:33:12,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 1:15:08,Disconnected,"Taylor, Flores and Douglas",Diaz Inc,ME-SZR-11,3,
2021-02-17 10:05:33,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 17:11:30,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 9:30:51,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 13:22:32,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 19:30:01,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-21 4:09:17,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 10:48:04,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 7:12:31,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 12:27:59,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 17:31:21,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 15:17:41,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 16:16:24,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 5:50:20,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 4:26:18,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 4:15:13,Disconnected,"Taylor, Flores and Douglas",Hunter-Shepherd,JL-YFJ-40,3,
2021-02-20 3:34:55,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 3:30:32,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 22:29:24,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-20 5:35:35,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 4:14:24,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 6:01:44,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 8:52:58,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 17:45:07,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-18 17:33:05,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-21 8:44:33,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 2:00:07,Connected,"Taylor, Flores and Douglas",Alvarado-Alexander,US-YHZ-63,3,
2021-02-22 5:03:22,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 18:16:22,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 4:39:45,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 20:00:08,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-22 2:52:47,Disconnected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-17 15:30:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,YW-QRR-91,3,
2021-02-17 1:24:04,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CF-MQK-54,3,
2021-02-17 2:00:08,Connected,"Taylor, Flores and Douglas","Berry, Meyer and Williams",VN-YHO-26,3,
2021-02-19 16:17:42,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 8:54:28,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 3:09:49,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 8:08:04,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 10:49:41,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 21:39:23,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-23 8:23:06,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-15 18:23:38,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 17:21:24,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",BN-HAC-74,3,
2021-02-17 4:58:39,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,324-50-2046
2021-02-22 7:26:37,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 9:23:06,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 15:30:07,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-20 18:47:31,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,WF-QFJ-09,3,
2021-02-22 12:44:41,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 21:54:46,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-21 2:00:08,Connected,"Taylor, Flores and Douglas",Olson Inc,US-KJX-96,3,
2021-02-23 8:45:24,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 5:35:26,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 16:15:22,Connected,"Taylor, Flores and Douglas","Booth, Gregory and Saunders",ZU-MOT-42,3,
2021-02-17 19:54:24,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-23 5:50:25,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 5:37:57,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 6:30:21,Connected,"Taylor, Flores and Douglas",Knight PLC,XQ-ZSS-50,3,
2021-02-23 5:14:23,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 7:58:51,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 5:38:53,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 1:06:56,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,
2021-02-19 1:50:45,Connected,"Taylor, Flores and Douglas",Knight PLC,XQ-ZSS-50,3,
2021-02-17 4:58:39,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,877-10-5115
2021-02-22 4:39:55,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 16:39:38,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 17:00:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-17 22:40:05,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-19 11:53:29,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 7:47:20,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,IO-MMI-57,3,
2021-02-19 13:41:31,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 7:48:30,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 16:53:00,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 4:07:57,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 11:28:01,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 1:48:49,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 7:17:57,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 9:05:32,Connected,"Taylor, Flores and Douglas","Booth, Gregory and Saunders",ZU-MOT-42,3,
2021-02-20 6:53:34,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 10:20:07,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 2:00:07,Connected,"Taylor, Flores and Douglas",Diaz Inc,ME-SZR-11,3,
2021-02-17 9:16:13,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 8:45:27,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 11:24:06,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 6:27:20,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 8:20:40,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 14:29:24,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 2:45:08,Disconnected,"Taylor, Flores and Douglas",Hunter-Shepherd,YS-YEI-18,3,
2021-02-22 1:04:58,Disconnected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,444-13-0230
2021-02-22 12:32:58,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 20:31:20,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-17 18:00:27,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 11:58:32,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 5:23:00,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 4:28:32,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 6:51:07,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 2:00:08,Connected,"Taylor, Flores and Douglas",Olson Inc,US-KJX-96,3,
2021-02-16 19:52:41,Connected,"Taylor, Flores and Douglas","Wade, Ruiz and Harrison",FG-YFO-64,3,
2021-02-22 6:46:51,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 7:08:20,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 23:01:01,Connected,Larson-Mccall,Benson Ltd,XX-PXF-22,8,
2021-02-19 11:12:33,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 3:38:00,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,351-86-2983
2021-02-15 20:20:42,Disconnected,Larson-Mccall,"Aguilar, Price and Clark",CJ-KWS-16,8,
2021-02-21 14:47:04,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 18:53:53,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-18 14:30:38,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 3:31:22,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 6:38:49,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 10:20:35,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 12:28:40,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 9:37:55,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 7:59:09,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 10:59:11,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 19:04:09,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-22 10:19:28,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 9:17:11,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 9:24:24,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 2:37:48,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 21:24:14,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-16 12:42:34,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 10:20:41,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 8:28:07,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 6:51:34,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 15:31:00,Connected,Larson-Mccall,Benson Ltd,XX-PXF-22,8,
2021-02-19 3:35:50,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 3:32:41,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-18 22:19:44,Connected,"Taylor, Flores and Douglas","Young, Fox and Bryant",UM-XEZ-99,3,
2021-02-20 9:53:11,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 22:40:22,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-16 17:27:10,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-23 6:23:43,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 2:35:19,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 12:45:53,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 5:17:49,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 15:00:20,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 9:17:28,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 9:27:30,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 11:08:03,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-22 7:18:56,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 23:11:05,Disconnected,"Taylor, Flores and Douglas","Young, Fox and Bryant",UM-XEZ-99,3,
2021-02-20 19:28:35,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-17 2:45:07,Disconnected,"Taylor, Flores and Douglas",Alvarado-Alexander,US-YHZ-63,3,
2021-02-23 2:45:21,Connected,"Taylor, Flores and Douglas","Booth, Gregory and Saunders",ZU-MOT-42,3,
2021-02-21 2:03:17,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-22 17:46:48,Connected,Larson-Mccall,Benson Ltd,GR-TDN-28,8,
2021-02-19 5:45:20,Connected,"Taylor, Flores and Douglas","Parks, Nash and Espinoza",YN-NZP-03,3,
2021-02-17 4:21:37,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 3:50:24,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 3:30:47,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CF-MQK-54,3,
2021-02-17 18:17:22,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 6:47:47,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-15 19:47:42,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 20:51:56,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-22 10:02:26,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 6:29:15,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 23:37:49,Connected,"Taylor, Flores and Douglas","Wade, Ruiz and Harrison",FG-YFO-64,3,
2021-02-19 6:38:48,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 7:24:41,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 12:33:54,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 8:11:19,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 7:32:00,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 14:00:07,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-18 2:00:08,Connected,"Taylor, Flores and Douglas",Torres-Wilson,XO-BQH-64,3,
2021-02-23 7:08:40,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 9:56:11,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 2:45:08,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-22 16:30:00,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 4:15:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-22 12:22:48,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 5:00:21,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-15 18:57:13,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 11:40:02,Connected,Larson-Mccall,"Aguilar, Price and Clark",BM-LAS-19,8,
2021-02-19 8:34:36,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 3:17:03,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,
2021-02-21 12:44:01,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 5:32:44,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 7:25:00,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 22:15:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-20 5:17:30,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,WF-QFJ-09,3,
2021-02-22 2:59:43,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 9:24:30,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 9:55:30,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 5:05:54,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 17:13:11,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CF-MQK-54,3,
2021-02-23 7:41:47,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 22:44:23,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-22 6:32:46,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 6:57:12,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 11:51:33,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 8:48:26,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 22:55:43,Disconnected,Larson-Mccall,"Aguilar, Price and Clark",BM-LAS-19,8,
2021-02-20 3:08:50,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-19 14:00:54,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,IO-MMI-57,3,
2021-02-22 0:30:07,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-19 11:41:34,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 6:17:55,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 9:48:25,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 10:39:39,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 14:37:21,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 12:13:23,Connected,Larson-Mccall,"Aguilar, Price and Clark",MC-FRO-53,8,
2021-02-17 18:30:20,Connected,"Taylor, Flores and Douglas",Knight PLC,XQ-ZSS-50,3,
2021-02-19 10:54:12,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 13:58:05,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 13:31:20,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 12:32:11,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 5:12:48,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 8:10:39,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 11:17:04,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 17:09:55,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 11:14:42,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 20:19:24,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-20 2:55:56,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 20:06:05,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-19 15:30:07,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-20 7:27:31,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 9:03:28,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 9:52:08,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 3:12:52,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 6:28:29,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 9:55:45,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 21:24:23,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 21:38:06,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-20 12:13:50,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 19:27:20,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 2:31:17,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 12:12:37,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 2:43:09,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-20 3:19:51,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 6:48:29,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 2:34:50,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 2:00:02,Disconnected,"Taylor, Flores and Douglas",Brown-Jenkins,CF-MQK-54,3,
2021-02-21 5:00:21,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
